1	4.1643162603040409E+001	2.2500000000000000E+001	0.0000000000000000E+000	0.0000000000000000E+000	4.5595772767668086E+000	4.7888959582936712E+000	7.9855226206584451E-001	4.1929673473927984E+000	7.5503272525727887E+000	6.0986589264773383E-001	2.6596260830643059E-001	7.2010064907627702E-001 
5	2.5423567200782207E+002	2.2499991117856052E+001	-8.8821439483410813E-006	-3.9237056349816720E-008	4.5427657022928809E+000	4.7498960894047881E+000	8.1267547656925931E-001	4.1647207469429972E+000	7.5434108832853379E+000	5.9361909159426707E-001	2.6596653344065141E-001	7.2010064907627702E-001 
10	6.6368476413313965E+002	2.2499974933932798E+001	-2.5066067202317299E-005	-3.9725880838208574E-008	4.5432431936174922E+000	4.7522437185396544E+000	8.1289430848746780E-001	4.1642827707246299E+000	7.5436363115901797E+000	5.9427501148216977E-001	2.6597390600006660E-001	7.2010064907627680E-001 
15	1.3231066214918856E+003	2.2499948284372135E+001	-5.1715627865434044E-005	-4.0929112171920760E-008	4.5454154668765216E+000	4.7571008497329776E+000	8.1097832756607102E-001	4.1681142181773403E+000	7.5468635370225865E+000	6.0482974590534422E-001	2.6598739503512098E-001	7.2010064907627669E-001 
20	2.3851121169867192E+003	2.2499903193946110E+001	-9.6806053889508803E-005	-4.3522006159207803E-008	4.5502388131652793E+000	4.7661169424698766E+000	8.0583968135700601E-001	4.1783906402582325E+000	7.5545026841919354E+000	6.2950729161670160E-001	2.6601730106226595E-001	7.2010064907627569E-001 
25	4.0954825875361048E+003	2.2499824854145487E+001	-1.7514585451294806E-004	-4.7009650408068621E-008	4.5560414253820642E+000	4.7741023206128377E+000	7.9822714599491629E-001	4.1936141988602458E+000	7.5640878317680071E+000	6.5910441876702830E-001	2.6608773209959491E-001	7.2010064907627269E-001 
30	6.8500513340605976E+003	2.2499693511965695E+001	-3.0648803430466387E-004	-4.7450329258491758E-008	4.5589685034094405E+000	4.7688998719531606E+000	7.8977176561032414E-001	4.2105224244385662E+000	7.5695825112027961E+000	6.7368736740816448E-001	2.6622118044765397E-001	7.2010064907626226E-001 
35	1.1286311846025761E+004	2.2499491620743346E+001	-5.0837925665447870E-004	-4.4339255197778550E-008	4.5585046246531915E+000	4.7560871142933001E+000	7.8429314429289243E-001	4.2214757701031376E+000	7.5703127448823553E+000	6.7400163411399006E-001	2.6644614761829716E-001	7.2010064907622939E-001 
40	1.8430953763150777E+004	2.2499182929731923E+001	-8.1707026807720240E-004	-4.2858086779526407E-008	4.5579355654737803E+000	4.7522028672880889E+000	7.8348913914911045E-001	4.2230778218684026E+000	7.5698654980403894E+000	6.7217996860314766E-001	2.6681463553708606E-001	7.2010064907611004E-001 
45	2.9937471017099797E+004	2.2498691137670608E+001	-1.3088623293917578E-003	-4.2715227661858487E-008	4.5576264132522324E+000	4.7523062886138492E+000	7.8415915425508476E-001	4.2217282986489320E+000	7.5693275574551944E+000	6.7038944415143109E-001	2.6740525430772027E-001	7.2010064907565263E-001 
50	4.8468832119757237E+004	2.2497899873682691E+001	-2.1001263173090479E-003	-4.2691749046437177E-008	4.5571896193685379E+000	4.7527973025212704E+000	7.8527824897618659E-001	4.2194748350903568E+000	7.5685678438102402E+000	6.6785056739688775E-001	2.6834381130650992E-001	7.2010064907380211E-001 
55	7.8313774489198084E+004	2.2496625684580525E+001	-3.3743154194745273E-003	-4.2698063140387942E-008	4.5565615145262575E+000	4.7536167904109732E+000	7.8694420260559828E-001	4.2161183304704437E+000	7.5675273137528123E+000	6.6431452216864839E-001	2.6983231458146889E-001	7.2010064906606008E-001 
60	1.2637935262460625E+005	2.2494571759670130E+001	-5.4282403298699933E-003	-4.2761138518534088E-008	4.5556679349457232E+000	4.7549792850720261E+000	7.8941260909719213E-001	4.2111418649193704E+000	7.5661712386274242E+000	6.5959216842372292E-001	2.7218627077464125E-001	7.2010064903291682E-001 
65	2.0378944686746251E+005	2.2491252858892349E+001	-8.7471411076514016E-003	-4.2962493116460154E-008	4.5545305358863946E+000	4.7572603771793061E+000	7.9282795326949029E-001	4.2042470950420423E+000	7.5645589348669056E+000	6.5371145415130183E-001	2.7587308207235878E-001	7.2010064888739955E-001 
70	3.2845917774652503E+005	2.2485862233659539E+001	-1.4137766340461155E-002	-4.3441879643913762E-008	4.5531432036531037E+000	4.7610716346163464E+000	7.9750824645459173E-001	4.1947824060054497E+000	7.5628344269380143E+000	6.4687306052195626E-001	2.8164517604968120E-001	7.2010064818168906E-001 
75	5.2924102602456405E+005	2.2477021277266125E+001	-2.2978722733874690E-002	-4.4453275566205658E-008	4.5515411484522961E+000	4.7674471340091067E+000	8.0390010655258681E-001	4.1818278970020666E+000	7.5612578879688348E+000	6.3947310796795021E-001	2.9066217599165572E-001	7.2010062749602555E-001 
80	8.5260220049482887E+005	2.2462267410131563E+001	-3.7732589868436861E-002	-4.6454326613384029E-008	4.5498576593780236E+000	4.7781694037232043E+000	8.1262821955818099E-001	4.1640865074513274E+000	7.5602310294333019E+000	6.3206889573129477E-001	3.0460581401599163E-001	7.2009851535545821E-001 
85	1.3733786055909351E+006	2.2436879220958389E+001	-6.3120779041611286E-002	-5.0369612094223855E-008	4.5481997287817340E+000	4.7962477580282661E+000	8.2498325790329186E-001	4.1388852877231708E+000	7.5602548251814294E+000	6.2503290597193273E-001	3.2640028850458280E-001	7.2002193021383565E-001 
90	2.2120942137622656E+006	2.2390785316257606E+001	-1.0921468374239396E-001	-5.8250690656728854E-008	4.5468720483409122E+000	4.8272616187611987E+000	8.4314554915140161E-001	4.1016675810491625E+000	7.5621102621803473E+000	6.1865307691922611E-001	3.6108245350888574E-001	7.1892517831213032E-001 
95	3.5628540878782761E+006	2.2298393820521564E+001	-2.0160617947843562E-001	-7.6043144260052013E-008	4.5469005920560184E+000	4.8823979309390806E+000	8.7065661781012893E-001	4.0448496992263783E+000	7.5672455828508030E+000	6.1328618306429883E-001	4.1849533374663467E-001	7.1092109286831606E-001 
100	5.7382663727408536E+006	2.2072102576022253E+001	-4.2789742397774688E-001	-1.2707394131649369E-007	4.5485605574732428E+000	4.9873314069576438E+000	9.1980342498496326E-001	3.9421262092224523E+000	7.5798015621013137E+000	6.1251165370245364E-001	5.3178660802241873E-001	6.7415563631197217E-001 
103	7.3218845135632530E+006	2.1803565250332614E+001	-6.9643474966738594E-001	-1.9485169119037142E-007	4.5263946953016108E+000	5.0804662127780995E+000	1.0107025522384550E+000	3.7550117628136173E+000	7.5986836680554815E+000	6.3801005010739520E-001	6.9044541566073503E-001	6.3804374822606591E-001 
105	8.1060586139806099E+006	2.1624238117790831E+001	-8.7576188220916862E-001	-2.3998727156708720E-007	4.4962838240695033E+000	5.1387416018515246E+000	1.1000619892393817E+000	3.5727061899351131E+000	7.6149612018254649E+000	6.7206254224203621E-001	7.9120616550514733E-001	6.2487896531198128E-001 
110	9.0713544262732435E+006	2.1379829155186059E+001	-1.1201708448139414E+000	-2.6347092077173581E-007	4.4121362198752827E+000	5.2273317113168352E+000	1.3126522523604793E+000	3.1425890791600422E+000	7.6732842887461379E+000	8.3570776263373792E-001	9.5686397763289555E-001	6.1410517567683343E-001 
112	9.1769213038100228E+006	2.1352874402158768E+001	-1.1471255978412316E+000	-3.0510826217258662E-007	4.4156533205938828E+000	5.2400451158383845E+000	1.3119747531840524E+000	3.1433961925873533E+000	7.7127860277506679E+000	9.5496898537945996E-001	9.7957047839174549E-001	6.1315271111558012E-001 
115	9.2034715970410369E+006	2.1344328347637500E+001	-1.1556716523624999E+000	-3.4434919290378068E-007	4.4380530006447199E+000	5.2504029151197660E+000	1.2723542927230700E+000	3.2224632611662529E+000	7.7636167295442418E+000	1.1100613445914480E+000	9.8552195247888552E-001	6.1292013747528584E-001 
120	9.2092550572455488E+006	2.1341055585179610E+001	-1.1589444148203896E+000	-7.4954322209642037E-007	4.4627155019612532E+000	5.2774744157041242E+000	1.2365650403821822E+000	3.2939751696247841E+000	7.8677752626038995E+000	1.4443305584163131E+000	9.8659258920733084E-001	6.1287056892130176E-001 
125	9.2108396444206648E+006	2.1339098749273752E+001	-1.1609012507262477E+000	-1.3521994981548019E-006	4.4697660611462249E+000	5.2837046025339927E+000	1.2255790154271722E+000	3.3159073957314575E+000	7.9376936104149198E+000	1.6984966065332692E+000	9.8659968144464716E-001	6.1285649344077719E-001 
130	9.2126843340008389E+006	2.1337177861598807E+001	-1.1628221384011930E+000	-9.0649101033611943E-007	4.4435128332889908E+000	5.2943153179595965E+000	1.2833908288544424E+000	3.2002446731082896E+000	7.9875344349947364E+000	1.9046564165628572E+000	9.8659968144304300E-001	6.1283800476552497E-001 
135	9.2148080223423056E+006	2.1332554446545515E+001	-1.1674455534544848E+000	-3.8786379258826920E-006	4.3968652139335518E+000	5.3141166766565631E+000	1.3865867469138049E+000	2.9937587223305573E+000	8.0469771039613338E+000	2.1353937194395836E+000	9.8659967953273664E-001	6.1280930573141912E-001 
140	9.2165303525858242E+006	2.1300206970637650E+001	-1.1997930293623504E+000	-2.0984735134086506E-005	4.3591021886175874E+000	5.3217245008185943E+000	1.4659167096267478E+000	2.8344397575875284E+000	8.1003603749946329E+000	2.3268405936622321E+000	9.8659865915783762E-001	6.1276978622696199E-001 
145	9.2181039724168126E+006	2.1270135555413010E+001	-1.2298644445869904E+000	-2.3642499246527564E-005	4.3082351773541241E+000	5.3323647251761894E+000	1.5729708443324730E+000	2.6197179224355938E+000	8.1513869089580631E+000	2.4991693724556816E+000	9.8653760025841386E-001	6.1272540113452190E-001 
150	9.2197593632400353E+006	2.1233173118929834E+001	-1.2668268810701662E+000	-2.1353080547929729E-005	4.2453510289592380E+000	5.3418220546528881E+000	1.7034678058605941E+000	2.3579686423612887E+000	8.1986157167277174E+000	2.6408465483086689E+000	9.8616650798708294E-001	6.1267230058516797E-001 
155	9.2212357735376563E+006	2.1215305202445112E+001	-1.2846947975548879E+000	-5.9415518097855502E-006	4.1852292457160889E+000	5.3523646192465941E+000	1.8289826546437451E+000	2.1065733280144752E+000	8.2136726238248770E+000	2.6732304461160181E+000	9.8546247680255217E-001	6.1263093669942981E-001 
