1	9.7656250000000014E+001	1.6000000000000000E+001	0.0000000000000000E+000	0.0000000000000000E+000	4.5010162144291472E+000	4.3860004791944842E+000	7.1422664719157281E-001	4.2135560416859041E+000	7.5266963278197911E+000	7.3779957198394230E-001	2.6595007743997173E-001	7.2008078178671586E-001 
5	5.9620117187500023E+002	1.5999997109165166E+001	-2.8908348337353118E-006	-5.4241210182534715E-009	4.4849370830481323E+000	4.3485948558400080E+000	7.2768209827636521E-001	4.1866450610492114E+000	7.5220359707265656E+000	7.2957394955042432E-001	2.6595652891067162E-001	7.2008078178671575E-001 
10	1.5563891211914072E+003	1.5999991701782021E+001	-8.2982179794299782E-006	-5.7674644453657376E-009	4.4877504558257852E+000	4.3573682394028683E+000	7.2644204450248906E-001	4.1891250218221208E+000	7.5254060840205037E+000	7.4140353455201202E-001	2.6597107936007519E-001	7.2008078178671586E-001 
15	3.1027814154449743E+003	1.5999982246792145E+001	-1.7753207854909192E-005	-6.3426311921429753E-009	4.4927901910878996E+000	4.3698097376965555E+000	7.2258332312510454E-001	4.1968422079360606E+000	7.5322828374241011E+000	7.6478561829266090E-001	2.6600341973517916E-001	7.2008078178671464E-001 
20	5.5932616692632873E+003	1.5999965325040939E+001	-3.4674959060509991E-005	-7.0346216649788520E-009	4.4987032756580723E+000	4.3801726195836084E+000	7.1593859492828538E-001	4.2101312050149975E+000	7.5406594572879317E+000	7.9054103543914367E-001	2.6607480527354127E-001	7.2008078178671076E-001 
25	9.6042050228402222E+003	1.5999936496746916E+001	-6.3503253084462585E-005	-7.1574975751598868E-009	4.5012605343343095E+000	4.3743418410950126E+000	7.0790868833151344E-001	4.2261902357080769E+000	7.5455888804794791E+000	8.0216904218255769E-001	2.6620349144788269E-001	7.2008078178669843E-001 
30	1.6063869403209408E+004	1.5999892783704404E+001	-1.0721629559640178E-004	-6.5164212122828327E-009	4.4997965405597569E+000	4.3577184597893410E+000	7.0252498522778228E-001	4.2369564553883876E+000	7.5456536732673785E+000	7.9924678842066410E-001	2.6641114204926519E-001	7.2008078178665891E-001 
35	2.6467223484437796E+004	1.5999827063317534E+001	-1.7293668246587401E-004	-6.2648191312036048E-009	4.4993541238844141E+000	4.3535194275266402E+000	7.0131030244711834E-001	4.2393840370590121E+000	7.5456995274069003E+000	7.9885055813334260E-001	2.6675947857342885E-001	7.2008078178652646E-001 
40	4.3221929265796934E+004	1.5999722513497572E+001	-2.7748650242820361E-004	-6.2320131333459352E-009	4.4991223501190287E+000	4.3532948691589741E+000	7.0166157079405556E-001	4.2386786624870743E+000	7.5453771337620585E+000	7.9762044162158074E-001	2.6731858145432208E-001	7.2008078178604529E-001 
45	7.0205550473733645E+004	1.5999554559829752E+001	-4.4544017024783500E-004	-6.2201860110124740E-009	4.4987658888841899E+000	4.3536494256208433E+000	7.0255177149466774E-001	4.2368937021484099E+000	7.5447996478186896E+000	7.9556836120515484E-001	2.6820888270727877E-001	7.2008078178420154E-001 
50	1.1366294226532782E+005	1.5999284536830233E+001	-7.1546316976700552E-004	-6.2099153683550966E-009	4.4982094426672692E+000	4.3543571236400034E+000	7.0401851293808859E-001	4.2339528896519960E+000	7.5439336785636453E+000	7.9249359316347046E-001	2.6962133248397163E-001	7.2008078177682999E-001 
55	1.8365150631960813E+005	1.5998850210407372E+001	-1.1497895926275703E-003	-6.2042640117555892E-009	4.4974233700911146E+000	4.3556120619431242E+000	7.0621812724195887E-001	4.2295418712589887E+000	7.5427530803003719E+000	7.8821902064869065E-001	2.7185277094607407E-001	7.2008078174635859E-001 
60	2.9636878861466720E+005	1.5998150430833755E+001	-1.8495691662447911E-003	-6.2131859521887584E-009	4.4963863418633316E+000	4.3577817339602740E+000	7.0937701970610001E-001	4.2232050901497313E+000	7.5413050978046696E+000	7.8273360447937879E-001	2.7535198358001550E-001	7.2008078161703837E-001 
65	4.7790109892368288E+005	1.5997018197917564E+001	-2.9818020824361469E-003	-6.2563314847054227E-009	4.4951150002641391E+000	4.3614759920725730E+000	7.1376683196063495E-001	4.2143947283431871E+000	7.5397207886921382E+000	7.7617363637858561E-001	2.8081330071842164E-001	7.2008078105348305E-001 
70	7.7026069999945571E+005	1.5995170355467520E+001	-4.8296445324798043E-003	-6.3680408060205895E-009	4.4936350025850498E+000	4.3677122395426284E+000	7.1984495105384128E-001	4.2021883211738658E+000	7.5382400696595289E+000	7.6884233609226471E-001	2.8931593690007334E-001	7.2008077830429462E-001 
75	1.2411087611279988E+006	1.5992104999773659E+001	-7.8950002263411534E-003	-6.6123837130934301E-009	4.4920429335522387E+000	4.3782372362274673E+000	7.2829158746188261E-001	4.1852118110671919E+000	7.5372405397646878E+000	7.6116867744364336E-001	3.0245444708937819E-001	7.2008070609342700E-001 
