1	8.3922361604267579E+001	1.7000000000000000E+001	0.0000000000000000E+000	0.0000000000000000E+000	4.5121267470158326E+000	4.4605295175155417E+000	7.2927010117873081E-001	4.2097980724339372E+000	7.5311051091492214E+000	7.1361524375515717E-001	2.6595746453148456E-001	7.2008414815292288E-001 
5	5.1235440983021408E+002	1.6999996385356010E+001	-3.6146439903461669E-006	-7.8345375313618235E-009	4.4949725090228618E+000	4.4202284059529662E+000	7.4342802138338659E-001	4.1814821396822666E+000	7.5245369926260102E+000	6.9844699791908504E-001	2.6596289710423343E-001	7.2008414815292321E-001 
10	1.3375063104058725E+003	1.6999989828332957E+001	-1.0171667042868648E-005	-8.0360109791291629E-009	4.4961724916125148E+000	4.4246768416232731E+000	7.4325227403923300E-001	4.1818334668599801E+000	7.5257294020905574E+000	7.0266005015347199E-001	2.6597373906454702E-001	7.2008414815292288E-001 
15	2.6664216978019763E+003	1.6999978711838615E+001	-2.1288161384802606E-005	-8.6124009592402634E-009	4.5002453089834171E+000	4.4347981267119687E+000	7.4016728184177705E-001	4.1880031672645028E+000	7.5314689366306125E+000	7.2249260040865892E-001	2.6599656558286322E-001	7.2008414815292210E-001 
20	4.8066532183572763E+003	1.6999958872045191E+001	-4.1127954808928280E-005	-9.6827315441461100E-009	4.5070748379325680E+000	4.4490618949324290E+000	7.3364010805370461E-001	4.2010570079977878E+000	7.5412992249326791E+000	7.5452152384609872E-001	2.6605300757302880E-001	7.2008414815291921E-001 
25	8.2535174845267957E+003	1.6999923617825914E+001	-7.6382174086120358E-005	-1.0390494675028699E-008	4.5117986105325292E+000	4.4509539396307192E+000	7.2513858520292840E-001	4.2180591530660569E+000	7.5489848816476632E+000	7.7586404746568172E-001	2.6616848516149394E-001	7.2008414815290955E-001 
30	1.3804726853835469E+004	1.6999867802528517E+001	-1.3219747148340844E-004	-9.7474831973232300E-009	4.5116678482091030E+000	4.4354985215090741E+000	7.1767240078895622E-001	4.2329900959866853E+000	7.5509530981778159E+000	7.7837904218190268E-001	2.6636515077335254E-001	7.2008414815287836E-001 
35	2.2745005055200785E+004	1.6999784730052685E+001	-2.1526994731502214E-004	-9.1246684621466527E-009	4.5106003913522450E+000	4.4271197397716513E+000	7.1561792363396071E-001	4.2370969280445259E+000	7.5505376993933471E+000	7.7599974933878491E-001	2.6669278548184366E-001	7.2008414815277422E-001 
40	3.7143412501281644E+004	1.6999654341214480E+001	-3.4565878551973128E-004	-9.0420420420936673E-009	4.5102694795063520E+000	4.4267777943810334E+000	7.1610877463043854E-001	4.2361118949876184E+000	7.5500554249433742E+000	7.7434360150708914E-001	2.6721890860745640E-001	7.2008414815239608E-001 
45	6.0332191677269344E+004	1.6999444847814232E+001	-5.5515218576829284E-004	-9.0298502895682473E-009	4.5099020331582205E+000	4.4271992681243164E+000	7.1705440419834376E-001	4.2342152838377904E+000	7.5494348421792985E+000	7.7221420966250787E-001	2.6805509063957300E-001	7.2008414815094379E-001 
